set,scene,scene_key,prim_count,heuristic,seed,measurement,run,value_ms
B,Stanford Dragon,dragon_150k,150000,LongestAxisCentroid,-,build,5,44.585500
B,Stanford Dragon,dragon_150k,150000,LongestAxisCentroid,-,render,1,2492.474840
B,Stanford Dragon,dragon_150k,150000,LongestAxisCentroid,-,render,2,2518.457840
B,Stanford Dragon,dragon_150k,150000,LongestAxisCentroid,-,render,3,2528.117960
B,Stanford Dragon,dragon_150k,150000,LongestAxisCentroid,-,render,4,2526.574040
B,Stanford Dragon,dragon_150k,150000,LongestAxisCentroid,-,render,5,2495.445120
B,Stanford Dragon,dragon_150k,150000,Median,-,build,1,112.192000
B,Stanford Dragon,dragon_150k,150000,Median,-,build,2,115.679200
B,Stanford Dragon,dragon_150k,150000,Median,-,build,3,111.644300
B,Stanford Dragon,dragon_150k,150000,Median,-,build,4,112.719000
B,Stanford Dragon,dragon_150k,150000,Median,-,build,5,119.644200
B,Stanford Dragon,dragon_150k,150000,Median,-,render,1,738.393080
B,Stanford Dragon,dragon_150k,150000,Median,-,render,2,736.402200
B,Stanford Dragon,dragon_150k,150000,Median,-,render,3,739.549760
B,Stanford Dragon,dragon_150k,150000,Median,-,render,4,737.440960
B,Stanford Dragon,dragon_150k,150000,Median,-,render,5,738.312400
B,Stanford Dragon,dragon_150k,150000,Sah,-,build,1,405.882700
B,Stanford Dragon,dragon_150k,150000,Sah,-,build,2,404.231800
B,Stanford Dragon,dragon_150k,150000,Sah,-,build,3,406.702000
B,Stanford Dragon,dragon_150k,150000,Sah,-,build,4,405.726300
B,Stanford Dragon,dragon_150k,150000,Sah,-,build,5,405.726200
B,Stanford Dragon,dragon_150k,150000,Sah,-,render,1,736.927400
B,Stanford Dragon,dragon_150k,150000,Sah,-,render,2,923.310240
B,Stanford Dragon,dragon_150k,150000,Sah,-,render,3,919.159760
B,Stanford Dragon,dragon_150k,150000,Sah,-,render,4,919.268760
B,Stanford Dragon,dragon_150k,150000,Sah,-,render,5,919.277680
B,Stanford Dragon,dragon_150k,150000,Random,1,build,1,57.588200
B,Stanford Dragon,dragon_150k,150000,Random,1,build,2,53.082100
B,Stanford Dragon,dragon_150k,150000,Random,1,build,3,58.029400
B,Stanford Dragon,dragon_150k,150000,Random,1,build,4,58.070100
B,Stanford Dragon,dragon_150k,150000,Random,1,build,5,59.642300
B,Stanford Dragon,dragon_150k,150000,Random,1,render,1,625.070720
B,Stanford Dragon,dragon_150k,150000,Random,1,render,2,916.300720
B,Stanford Dragon,dragon_150k,150000,Random,1,render,3,624.524320
B,Stanford Dragon,dragon_150k,150000,Random,1,render,4,623.694400
B,Stanford Dragon,dragon_150k,150000,Random,1,render,5,624.248320
B,Stanford Dragon,dragon_150k,150000,Random,2,build,1,53.852800
B,Stanford Dragon,dragon_150k,150000,Random,2,build,2,53.273600
B,Stanford Dragon,dragon_150k,150000,Random,2,build,3,60.701700
B,Stanford Dragon,dragon_150k,150000,Random,2,build,4,58.385800
B,Stanford Dragon,dragon_150k,150000,Random,2,build,5,53.658700
B,Stanford Dragon,dragon_150k,150000,Random,2,render,1,3260.617080
B,Stanford Dragon,dragon_150k,150000,Random,2,render,2,3287.516920
B,Stanford Dragon,dragon_150k,150000,Random,2,render,3,623.538280
B,Stanford Dragon,dragon_150k,150000,Random,2,render,4,3281.957840
B,Stanford Dragon,dragon_150k,150000,Random,2,render,5,3277.611920
B,Stanford Dragon,dragon_150k,150000,Random,3,build,1,50.786500
B,Stanford Dragon,dragon_150k,150000,Random,3,build,2,57.026900
B,Stanford Dragon,dragon_150k,150000,Random,3,build,3,50.960500
B,Stanford Dragon,dragon_150k,150000,Random,3,build,4,52.702800
B,Stanford Dragon,dragon_150k,150000,Random,3,build,5,55.449700
B,Stanford Dragon,dragon_150k,150000,Random,3,render,1,1966.399360
B,Stanford Dragon,dragon_150k,150000,Random,3,render,2,1978.488880
B,Stanford Dragon,dragon_150k,150000,Random,3,render,3,1973.891680
B,Stanford Dragon,dragon_150k,150000,Random,3,render,4,3268.359680
B,Stanford Dragon,dragon_150k,150000,Random,3,render,5,1970.234320
B,Stanford Dragon,dragon_150k,150000,Random,4,build,1,57.909400
B,Stanford Dragon,dragon_150k,150000,Random,4,build,2,50.564100
B,Stanford Dragon,dragon_150k,150000,Random,4,build,3,56.696800
B,Stanford Dragon,dragon_150k,150000,Random,4,build,4,59.304900
B,Stanford Dragon,dragon_150k,150000,Random,4,build,5,57.336400
B,Stanford Dragon,dragon_150k,150000,Random,4,render,1,2140.237080
B,Stanford Dragon,dragon_150k,150000,Random,4,render,2,2156.060360
B,Stanford Dragon,dragon_150k,150000,Random,4,render,3,2129.606000
B,Stanford Dragon,dragon_150k,150000,Random,4,render,4,2136.715640
B,Stanford Dragon,dragon_150k,150000,Random,4,render,5,1956.587320
B,Stanford Dragon,dragon_150k,150000,Random,5,build,1,57.136700
B,Stanford Dragon,dragon_150k,150000,Random,5,build,2,50.818600
B,Stanford Dragon,dragon_150k,150000,Random,5,build,3,51.682400
B,Stanford Dragon,dragon_150k,150000,Random,5,build,4,51.397300
B,Stanford Dragon,dragon_150k,150000,Random,5,build,5,51.768700
B,Stanford Dragon,dragon_150k,150000,Random,5,render,1,2162.692640
B,Stanford Dragon,dragon_150k,150000,Random,5,render,2,2165.211680
B,Stanford Dragon,dragon_150k,150000,Random,5,render,3,2157.304240
B,Stanford Dragon,dragon_150k,150000,Random,5,render,4,2151.919040
B,Stanford Dragon,dragon_150k,150000,Random,5,render,5,2161.518320
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,build,1,145.734100
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,build,2,149.698700
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,build,3,131.901300
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,build,4,131.609900
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,build,5,130.387100
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,render,1,3377.396640
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,render,2,3339.341120
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,render,3,3348.288480
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,render,4,3339.373240
B,Stanford Dragon,dragon_400k,400000,LongestAxisCentroid,-,render,5,3348.201760
B,Stanford Dragon,dragon_400k,400000,Median,-,build,1,362.933000
B,Stanford Dragon,dragon_400k,400000,Median,-,build,2,357.345300
B,Stanford Dragon,dragon_400k,400000,Median,-,build,3,357.224100
B,Stanford Dragon,dragon_400k,400000,Median,-,build,4,357.029700
B,Stanford Dragon,dragon_400k,400000,Median,-,build,5,355.627800
B,Stanford Dragon,dragon_400k,400000,Median,-,render,1,822.623520
B,Stanford Dragon,dragon_400k,400000,Median,-,render,2,814.665480
B,Stanford Dragon,dragon_400k,400000,Median,-,render,3,820.529040
B,Stanford Dragon,dragon_400k,400000,Median,-,render,4,817.353040
B,Stanford Dragon,dragon_400k,400000,Median,-,render,5,824.332840
B,Stanford Dragon,dragon_400k,400000,Sah,-,build,1,1290.278400
B,Stanford Dragon,dragon_400k,400000,Sah,-,build,2,1286.564200
B,Stanford Dragon,dragon_400k,400000,Sah,-,build,3,1259.718700
B,Stanford Dragon,dragon_400k,400000,Sah,-,build,4,1266.334300
B,Stanford Dragon,dragon_400k,400000,Sah,-,build,5,1278.975900
B,Stanford Dragon,dragon_400k,400000,Sah,-,render,1,815.543840
B,Stanford Dragon,dragon_400k,400000,Sah,-,render,2,832.269480
B,Stanford Dragon,dragon_400k,400000,Sah,-,render,3,828.862440
B,Stanford Dragon,dragon_400k,400000,Sah,-,render,4,833.690520
B,Stanford Dragon,dragon_400k,400000,Sah,-,render,5,832.306040
B,Stanford Dragon,dragon_400k,400000,Random,1,build,1,173.257700
B,Stanford Dragon,dragon_400k,400000,Random,1,build,2,162.326800
B,Stanford Dragon,dragon_400k,400000,Random,1,build,3,175.220300
B,Stanford Dragon,dragon_400k,400000,Random,1,build,4,169.733600
B,Stanford Dragon,dragon_400k,400000,Random,1,build,5,158.408400
B,Stanford Dragon,dragon_400k,400000,Random,1,render,1,693.937680
B,Stanford Dragon,dragon_400k,400000,Random,1,render,2,827.799280
B,Stanford Dragon,dragon_400k,400000,Random,1,render,3,694.787160
B,Stanford Dragon,dragon_400k,400000,Random,1,render,4,693.521680
B,Stanford Dragon,dragon_400k,400000,Random,1,render,5,688.526320
B,Stanford Dragon,dragon_400k,400000,Random,2,build,1,167.453500
B,Stanford Dragon,dragon_400k,400000,Random,2,build,2,164.571000
B,Stanford Dragon,dragon_400k,400000,Random,2,build,3,181.978400
B,Stanford Dragon,dragon_400k,400000,Random,2,build,4,166.408500
B,Stanford Dragon,dragon_400k,400000,Random,2,build,5,167.273500
B,Stanford Dragon,dragon_400k,400000,Random,2,render,1,2821.816240
B,Stanford Dragon,dragon_400k,400000,Random,2,render,2,2827.402760
B,Stanford Dragon,dragon_400k,400000,Random,2,render,3,690.508400
B,Stanford Dragon,dragon_400k,400000,Random,2,render,4,2824.256240
B,Stanford Dragon,dragon_400k,400000,Random,2,render,5,2824.577680
B,Stanford Dragon,dragon_400k,400000,Random,3,build,1,180.331800
B,Stanford Dragon,dragon_400k,400000,Random,3,build,2,179.907300
B,Stanford Dragon,dragon_400k,400000,Random,3,build,3,194.135600
B,Stanford Dragon,dragon_400k,400000,Random,3,build,4,181.287200
B,Stanford Dragon,dragon_400k,400000,Random,3,build,5,191.589200
B,Stanford Dragon,dragon_400k,400000,Random,3,render,1,2986.844080
B,Stanford Dragon,dragon_400k,400000,Random,3,render,2,3036.035080
B,Stanford Dragon,dragon_400k,400000,Random,3,render,3,2981.862160
B,Stanford Dragon,dragon_400k,400000,Random,3,render,4,2835.494400
B,Stanford Dragon,dragon_400k,400000,Random,3,render,5,2996.709400
B,Stanford Dragon,dragon_400k,400000,Random,4,build,1,182.939200
B,Stanford Dragon,dragon_400k,400000,Random,4,build,2,185.766800
B,Stanford Dragon,dragon_400k,400000,Random,4,build,3,181.484600
B,Stanford Dragon,dragon_400k,400000,Random,4,build,4,182.054600
B,Stanford Dragon,dragon_400k,400000,Random,4,build,5,182.876600
B,Stanford Dragon,dragon_400k,400000,Random,4,render,1,3567.028280
B,Stanford Dragon,dragon_400k,400000,Random,4,render,2,3565.844800
B,Stanford Dragon,dragon_400k,400000,Random,4,render,3,3555.354160
B,Stanford Dragon,dragon_400k,400000,Random,4,render,4,3573.691000
B,Stanford Dragon,dragon_400k,400000,Random,4,render,5,2994.757360
B,Stanford Dragon,dragon_400k,400000,Random,5,build,1,167.080400
B,Stanford Dragon,dragon_400k,400000,Random,5,build,2,167.250600
B,Stanford Dragon,dragon_400k,400000,Random,5,build,3,170.063200
B,Stanford Dragon,dragon_400k,400000,Random,5,build,4,176.283200
B,Stanford Dragon,dragon_400k,400000,Random,5,build,5,164.847500
B,Stanford Dragon,dragon_400k,400000,Random,5,render,1,3600.281680
B,Stanford Dragon,dragon_400k,400000,Random,5,render,2,3630.864760
B,Stanford Dragon,dragon_400k,400000,Random,5,render,3,3665.714840
B,Stanford Dragon,dragon_400k,400000,Random,5,render,4,3583.001960
B,Stanford Dragon,dragon_400k,400000,Random,5,render,5,3592.775760
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,build,1,390.103700
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,build,2,369.607100
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,build,3,368.170200
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,build,4,368.012800
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,build,5,389.390000
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,render,1,3511.057400
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,render,2,3554.745560
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,render,3,3524.720440
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,render,4,3519.795360
B,Stanford Dragon,dragon_1000k,1000000,LongestAxisCentroid,-,render,5,3470.419520
B,Stanford Dragon,dragon_1000k,1000000,Median,-,build,1,991.515800
B,Stanford Dragon,dragon_1000k,1000000,Median,-,build,2,1024.744100
B,Stanford Dragon,dragon_1000k,1000000,Median,-,build,3,989.660500
B,Stanford Dragon,dragon_1000k,1000000,Median,-,build,4,985.076500
B,Stanford Dragon,dragon_1000k,1000000,Median,-,build,5,1016.581300
B,Stanford Dragon,dragon_1000k,1000000,Median,-,render,1,1029.897400
B,Stanford Dragon,dragon_1000k,1000000,Median,-,render,2,1032.875760
B,Stanford Dragon,dragon_1000k,1000000,Median,-,render,3,1029.108360
B,Stanford Dragon,dragon_1000k,1000000,Median,-,render,4,1028.902760
B,Stanford Dragon,dragon_1000k,1000000,Median,-,render,5,1031.735760
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,build,1,3685.111000
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,build,2,3661.621100
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,build,3,3688.241300
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,build,4,3654.068400
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,build,5,3661.487400
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,render,1,1030.617000
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,render,2,1113.514720
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,render,3,1113.311080
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,render,4,1113.844120
B,Stanford Dragon,dragon_1000k,1000000,Sah,-,render,5,1116.124600
B,Stanford Dragon,dragon_1000k,1000000,Random,1,build,1,493.500100
B,Stanford Dragon,dragon_1000k,1000000,Random,1,build,2,477.541400
B,Stanford Dragon,dragon_1000k,1000000,Random,1,build,3,499.047200
B,Stanford Dragon,dragon_1000k,1000000,Random,1,build,4,506.184700
B,Stanford Dragon,dragon_1000k,1000000,Random,1,build,5,501.637500
B,Stanford Dragon,dragon_1000k,1000000,Random,1,render,1,870.809640
B,Stanford Dragon,dragon_1000k,1000000,Random,1,render,2,1115.628160
B,Stanford Dragon,dragon_1000k,1000000,Random,1,render,3,865.019800
B,Stanford Dragon,dragon_1000k,1000000,Random,1,render,4,863.722480
B,Stanford Dragon,dragon_1000k,1000000,Random,1,render,5,868.169440
B,Stanford Dragon,dragon_1000k,1000000,Random,2,build,1,462.035500
B,Stanford Dragon,dragon_1000k,1000000,Random,2,build,2,480.612100
B,Stanford Dragon,dragon_1000k,1000000,Random,2,build,3,481.194700
B,Stanford Dragon,dragon_1000k,1000000,Random,2,build,4,453.313700
B,Stanford Dragon,dragon_1000k,1000000,Random,2,build,5,491.021400
B,Stanford Dragon,dragon_1000k,1000000,Random,2,render,1,3263.116920
B,Stanford Dragon,dragon_1000k,1000000,Random,2,render,2,3244.107240
B,Stanford Dragon,dragon_1000k,1000000,Random,2,render,3,869.330720
B,Stanford Dragon,dragon_1000k,1000000,Random,2,render,4,3235.303080
B,Stanford Dragon,dragon_1000k,1000000,Random,2,render,5,3242.789440
B,Stanford Dragon,dragon_1000k,1000000,Random,3,build,1,476.448300
B,Stanford Dragon,dragon_1000k,1000000,Random,3,build,2,455.507100
B,Stanford Dragon,dragon_1000k,1000000,Random,3,build,3,456.879800
B,Stanford Dragon,dragon_1000k,1000000,Random,3,build,4,477.758200
B,Stanford Dragon,dragon_1000k,1000000,Random,3,build,5,485.869200
B,Stanford Dragon,dragon_1000k,1000000,Random,3,render,1,3193.099440
B,Stanford Dragon,dragon_1000k,1000000,Random,3,render,2,3193.743480
B,Stanford Dragon,dragon_1000k,1000000,Random,3,render,3,3179.689840
B,Stanford Dragon,dragon_1000k,1000000,Random,3,render,4,3277.641920
B,Stanford Dragon,dragon_1000k,1000000,Random,3,render,5,3193.040120
B,Stanford Dragon,dragon_1000k,1000000,Random,4,build,1,506.070600
B,Stanford Dragon,dragon_1000k,1000000,Random,4,build,2,531.848700
B,Stanford Dragon,dragon_1000k,1000000,Random,4,build,3,505.542500
B,Stanford Dragon,dragon_1000k,1000000,Random,4,build,4,530.944500
B,Stanford Dragon,dragon_1000k,1000000,Random,4,build,5,525.903700
B,Stanford Dragon,dragon_1000k,1000000,Random,4,render,1,3566.738080
B,Stanford Dragon,dragon_1000k,1000000,Random,4,render,2,3548.384000
B,Stanford Dragon,dragon_1000k,1000000,Random,4,render,3,3569.642000
B,Stanford Dragon,dragon_1000k,1000000,Random,4,render,4,3530.854720
B,Stanford Dragon,dragon_1000k,1000000,Random,4,render,5,3249.295120
B,Stanford Dragon,dragon_1000k,1000000,Random,5,build,1,491.505300
B,Stanford Dragon,dragon_1000k,1000000,Random,5,build,2,491.356200
B,Stanford Dragon,dragon_1000k,1000000,Random,5,build,3,518.762500
B,Stanford Dragon,dragon_1000k,1000000,Random,5,build,4,516.344500
B,Stanford Dragon,dragon_1000k,1000000,Random,5,build,5,489.736900
B,Stanford Dragon,dragon_1000k,1000000,Random,5,render,1,3262.934960
B,Stanford Dragon,dragon_1000k,1000000,Random,5,render,2,3258.142240
B,Stanford Dragon,dragon_1000k,1000000,Random,5,render,3,3191.239880
B,Stanford Dragon,dragon_1000k,1000000,Random,5,render,4,3239.566600
B,Stanford Dragon,dragon_1000k,1000000,Random,5,render,5,3223.549560
